sensor_1_K
299.505439
299.816107
300.643963
300.096987
300.460115
300.288552
299.681768
300.270976
299.841702
299.838805
300.048584
299.237035
300.596083
299.664455
300.500135
300.068161
300.766017
299.670015
299.844103
300.168885
298.896264
300.413961
300.770815
300.563403
300.377385
299.927011
300.640951
300.537015
300.196310
300.002557
299.819117
299.384884
300.613115
298.913978
299.814926
300.082190
300.429969
300.881033
300.497446
299.856438
300.369062
299.379001
300.732197
299.949601
299.705222
299.740846
300.052228
299.913451
301.286191
299.817979
300.233570
300.275732
300.324376
300.390363
300.178087
300.186875
300.110543
299.863713
300.785068
301.240964
300.551657
300.620698
300.820785
300.829779
300.424933
301.910342
301.533620
301.046086
301.639690
301.362286
301.567237
301.947605
302.335601
302.713212
302.900485
302.019850
301.990744
302.387275
302.498956
302.165369
302.320264
303.135432
303.648206
302.812733
302.700800
302.981974
302.725007
303.185048
303.631578
303.478485
304.235141
303.791859
304.055376
303.838651
304.668865
303.497626
304.054515
303.716702
304.813625
304.922279
304.335537
305.518438
304.636355
304.188533
304.834473
305.249548
305.046402
306.390006
305.778167
306.308913
306.228579
304.784665
305.530150
304.445804
305.577407
306.548252
305.658721
305.851137
306.421227
306.740019
306.255924
