sensor_1_K
299.505439
299.816131
300.644134
300.097657
300.462008
300.292891
299.690354
300.286210
299.866558
299.876774
300.103591
299.313356
300.698257
299.797204
300.668292
300.276608
301.019628
299.973609
300.202397
300.586466
299.377552
300.963177
301.391965
301.260248
301.153425
300.785468
301.584753
301.568785
301.318356
301.216864
301.127342
300.788356
302.112831
300.510610
301.508822
301.873385
302.318165
302.865524
302.576988
302.029103
302.632129
301.728912
303.164579
302.459349
302.286616
302.387688
302.757981
302.671371
304.089441
302.659733
303.107097
303.174469
303.241983
303.320774
303.115547
303.125968
303.046214
302.791291
303.700275
304.139923
303.430896
303.477156
303.651804
303.633102
303.198697
304.653063
304.244185
303.723732
304.283990
303.973129
304.144801
304.492339
304.848197
305.194578
305.351717
304.442202
304.385602
304.756124
304.843351
304.486905
304.620548
305.416050
305.910702
305.058576
304.931364
305.198511
304.928628
305.376703
305.812040
305.648334
306.394754
305.941398
306.194785
305.967652
306.786953
305.604079
306.148390
305.796849
306.878695
306.970736
306.365673
307.528391
306.624127
306.152012
306.771454
307.157755
306.923516
308.233687
307.586080
308.078753
307.958099
306.471696
307.172629
306.041796
307.125125
308.046079
307.105227
307.245097
307.761636
308.026100
307.487141
