sensor_1_K
300.152359
299.480032
300.375397
300.470952
299.026375
299.353249
300.072506
299.857112
300.016455
299.611447
300.494706
300.465217
300.135189
300.696369
300.401912
299.778801
300.437987
299.824152
300.797520
300.392619
300.388856
300.208752
301.232421
300.619580
300.561876
300.682390
301.209956
301.214492
301.328412
301.429717
302.379049
301.200264
301.243595
301.189745
302.001885
302.355681
301.831251
301.564615
301.668086
302.500160
302.639692
302.631290
302.116855
302.653667
302.681838
302.816562
303.224376
302.979561
303.283943
303.052613
303.235353
303.476088
302.499269
303.133266
303.121142
303.098233
303.339723
304.282849
303.159206
304.131874
302.861004
303.589021
303.891422
304.156533
304.272445
304.367183
303.850322
303.848404
304.564393
304.096705
303.612777
303.743714
303.911989
304.683396
304.570975
304.911874
304.421850
304.785595
305.091975
304.699343
305.159173
304.678451
304.908274
304.980958
304.657427
305.583683
305.191493
305.519386
305.841191
305.912271
306.110157
305.816711
305.742576
306.002171
305.285453
305.491695
305.638836
305.885070
306.665445
306.092836
306.434476
307.348949
306.594626
307.212458
306.445247
306.875026
306.565701
306.931410
307.578541
306.349453
307.482368
307.433456
307.064434
306.683010
307.484388
307.223780
307.643171
307.574368
308.399458
307.512764
307.153549
