case_id,flux_family,noise_level,sensor_count,sensor_layout,time_resolution,seed,variant_name,flux_l2_error,flux_relative_l2_error,flux_rmse,flux_peak_error,flux_correlation,replay_rmse,replay_relative_error,replay_max_abs_error,roughness_l1,roughness_l2,oscillation_score,sign_flip_count,physical_violation_count,within_bounds_flag,final_decision,success_flag,weak_pass_flag,manual_review_flag,failure_flag,iteration_count,replanning_count,runtime_sec,final_lambda,final_reg_order,final_variant_name,initial_to_final_improvement,last_verifier_decision
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,fixed_lambda_ablation,271192.80330999976,0.532663839470244,24653.89120999998,48098.89681259735,0.985310692282878,2.257450851609001,0.1000197718519936,7.22502907455106,9.282412065658718e-07,2.2023685194752986e-07,3.579054702515884e-26,0,0,True,fail,0,0,0,1,9,8,0.4651828161440789,390625.0,1,fixed_lambda_ablation,-6.190971312317582e-06,fail
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,fixed_reg_order_0,129209.52725378082,0.2537871287257578,11746.32065943462,51796.2557745209,0.8772394710482723,0.5045773366223478,0.0223560615083526,2.3695938803319336,107465.47485956148,38210.33081512088,0.0288011437285303,0,0,True,weak_pass,1,1,0,0,1,0,0.0600878968834877,4.9334835386994775e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,fixed_reg_order_2,12233.522886657904,0.0240284963004917,1112.138444241628,3022.056837890196,0.9991571979137288,0.4451237554395313,0.0197218807369524,1.4544803094552208,75276.69666255135,15696.276298190418,1.7977048257724942e-14,0,0,True,weak_pass,1,1,0,0,1,0,0.0610800287686288,0.0757869381196803,2,fixed_reg_order_2,0.0,weak_pass
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,full_agent_baseline,51634.64585809618,0.1014182838805652,4694.05871437238,15272.76647887878,0.9913551999870328,0.4961297685273698,0.0219817792363989,1.8294655657799128,55937.922240632,12744.053885827952,5.94462848170668e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.060573985800147,5.333987437795182e-07,1,full_agent_baseline,0.0,weak_pass
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,no_bounds,51634.64585809618,0.1014182838805652,4694.05871437238,15272.76647887878,0.9913551999870328,0.4961297685273698,0.0219817792363989,1.8294655657799128,55937.922240632,12744.053885827952,5.94462848170668e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0602686549536883,5.333987437795182e-07,1,no_bounds,0.0,weak_pass
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,no_replanner,51634.64585809618,0.1014182838805652,4694.05871437238,15272.76647887878,0.9913551999870328,0.4961297685273698,0.0219817792363989,1.8294655657799128,55937.922240632,12744.053885827952,5.94462848170668e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0609033219516277,5.333987437795182e-07,1,no_replanner,0.0,weak_pass
case_0009,ramp,0.5,2,"0.01,0.03",1.0,42,no_verifier,51634.64585809618,0.1014182838805652,4694.05871437238,15272.76647887878,0.9913551999870328,0.4961297685273698,0.0219817792363989,1.8294655657799128,55937.922240632,12744.053885827952,5.94462848170668e-05,0,0,True,pass,1,0,0,0,1,0,0.0607758811675012,5.333987437795182e-07,1,no_verifier,0.0,pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,fixed_lambda_ablation,270247.8465712925,0.5308078009676378,24567.98605193568,47833.499628838304,0.9850437555077604,2.282786006222319,0.1035125798266456,6.925496127835061,9.355935617350042e-07,2.2237063863318305e-07,3.613067885640903e-26,0,0,True,fail,0,0,0,1,9,8,0.4605014380067587,390625.0,1,fixed_lambda_ablation,-6.171898087621415e-06,fail
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,fixed_reg_order_0,107744.5498713704,0.2116266542326831,9794.959079215492,42175.03701691912,0.913871844581853,0.5037351221780234,0.0228417915230813,1.6904207738358537,121599.1251408263,35526.73716764332,0.0376981354088751,0,0,True,weak_pass,1,1,0,0,1,0,0.0643746522255241,2.6422094577264397e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,fixed_reg_order_2,10921.973674980212,0.0214524145231746,992.9066977254738,2400.276403257624,0.9991571914265626,0.4851179458656339,0.0219975985308648,1.4376264668140948,75872.14422080836,15820.435695720003,5.3128117915105836e-15,0,0,True,weak_pass,1,1,0,0,1,0,0.0652187261730432,0.0757869381196803,2,fixed_reg_order_2,0.0,weak_pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,full_agent_baseline,42905.66116749354,0.0842732326726302,3900.514651590322,13356.043648397492,0.991462312226501,0.499963543465231,0.0226707698672992,1.4718502962010689,58719.22770318615,13360.266538445829,6.363787297103946e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.060197914019227,2.856706006006389e-07,1,full_agent_baseline,0.0,weak_pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,no_bounds,42905.66116749354,0.0842732326726302,3900.514651590322,13356.043648397492,0.991462312226501,0.499963543465231,0.0226707698672992,1.4718502962010689,58719.22770318615,13360.266538445829,6.363787297103946e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0606638859026134,2.856706006006389e-07,1,no_bounds,0.0,weak_pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,no_replanner,42905.66116749354,0.0842732326726302,3900.514651590322,13356.043648397492,0.991462312226501,0.499963543465231,0.0226707698672992,1.4718502962010689,58719.22770318615,13360.266538445829,6.363787297103946e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.060403096023947,2.856706006006389e-07,1,no_replanner,0.0,weak_pass
case_0010,ramp,0.5,2,"0.01,0.03",1.0,123,no_verifier,42905.66116749354,0.0842732326726302,3900.514651590322,13356.043648397492,0.991462312226501,0.499963543465231,0.0226707698672992,1.4718502962010689,58719.22770318615,13360.266538445829,6.363787297103946e-05,0,0,True,pass,1,0,0,0,1,0,0.0603907639160752,2.856706006006389e-07,1,no_verifier,0.0,pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,fixed_lambda_ablation,271887.95295680966,0.534029218917474,24717.08663243724,48289.27918347878,0.9855151397460484,2.347570130206724,0.096066377580235,8.111394591820783,9.110954124480486e-07,2.159632781473905e-07,3.467008854414075e-26,0,0,True,fail,0,0,0,1,9,8,0.4604778159409761,390625.0,1,fixed_lambda_ablation,-5.509668161923445e-06,fail
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,fixed_reg_order_0,163893.57163054362,0.321911857776787,14899.415602776691,60548.06937120428,0.8069793730230688,1.0080466996366209,0.0412509060409939,4.51667637955677,103337.213023564,34063.17046660861,0.0192075382876438,0,0,True,weak_pass,1,1,0,0,1,0,0.0602655098773539,1.25873220671049e-08,0,fixed_reg_order_0,0.0,weak_pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,fixed_reg_order_2,16083.33988489566,0.0315901213823897,1462.1218077177873,4045.639329319267,0.9991572067574408,0.8903021313443884,0.0364326073201001,2.909007595521871,73884.62807028885,15406.009935776863,7.326393345766852e-14,0,0,True,weak_pass,1,1,0,0,1,0,0.0598883340135216,0.0757869381196803,2,fixed_reg_order_2,0.0,weak_pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,full_agent_baseline,79203.67651410394,0.1555680457491187,7200.334228554902,20300.92120942808,0.9892074610564752,0.9856189947158364,0.0403331279770055,3.4425487825728283,47853.3416087033,11082.542131580787,5.070315745002114e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0606608348898589,1.3609170326555636e-06,1,full_agent_baseline,0.0,weak_pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,no_bounds,79203.67651410394,0.1555680457491187,7200.334228554902,20300.92120942808,0.9892074610564752,0.9856189947158364,0.0403331279770055,3.4425487825728283,47853.3416087033,11082.542131580787,5.070315745002114e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0601818622089922,1.3609170326555636e-06,1,no_bounds,0.0,weak_pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,no_replanner,79203.67651410394,0.1555680457491187,7200.334228554902,20300.92120942808,0.9892074610564752,0.9856189947158364,0.0403331279770055,3.4425487825728283,47853.3416087033,11082.542131580787,5.070315745002114e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0609467779286205,1.3609170326555636e-06,1,no_replanner,0.0,weak_pass
case_0011,ramp,1.0,2,"0.01,0.03",1.0,42,no_verifier,79203.67651410394,0.1555680457491187,7200.334228554902,20300.92120942808,0.9892074610564752,0.9856189947158364,0.0403331279770055,3.4425487825728283,47853.3416087033,11082.542131580787,5.070315745002114e-05,0,0,True,pass,1,0,0,0,1,0,0.060157102998346,1.3609170326555636e-06,1,no_verifier,0.0,pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,fixed_lambda_ablation,269985.8757749084,0.5302932505498985,24544.17052499167,47758.48468109257,0.9849694870438264,2.4110841761198145,0.1029826235861447,7.285302290363404,9.257964848075062e-07,2.2024051740412065e-07,3.5371061017939243e-26,0,0,True,fail,0,0,0,1,9,8,0.4616000582464039,390625.0,1,fixed_lambda_ablation,-5.430984062485899e-06,fail
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,fixed_reg_order_0,144945.96646146747,0.2846958845100134,13176.90604195159,53336.66971127906,0.8416167585002317,1.006281641914494,0.0429804668693484,3.0815426534823587,121309.36355673528,34858.738450512625,0.0286446627974818,0,0,True,weak_pass,1,1,0,0,1,0,0.0599249410443007,6.741350437731557e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,fixed_reg_order_2,11917.954777353423,0.0234086726227802,1083.4504343048566,2802.0783653753606,0.9991571935464902,0.9703027265872096,0.0414437295248438,2.8752111933611104,75075.52311879813,15654.328714206167,2.1296107788000572e-14,0,0,True,weak_pass,1,1,0,0,1,0,0.0599225191399455,0.0757869381196803,2,fixed_reg_order_2,0.0,weak_pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,full_agent_baseline,60113.19917809133,0.1180714498549562,5464.836288917394,16926.711036424604,0.988156780953642,0.9978170433019536,0.0426189255422738,2.9128381650198776,52719.14326823736,12308.763782002452,5.9458528920194994e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0606936952099204,7.288618329537238e-07,1,full_agent_baseline,0.0,weak_pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,no_bounds,60113.19917809133,0.1180714498549562,5464.836288917394,16926.711036424604,0.988156780953642,0.9978170433019536,0.0426189255422738,2.9128381650198776,52719.14326823736,12308.763782002452,5.9458528920194994e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0606541121378541,7.288618329537238e-07,1,no_bounds,0.0,weak_pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,no_replanner,60113.19917809133,0.1180714498549562,5464.836288917394,16926.711036424604,0.988156780953642,0.9978170433019536,0.0426189255422738,2.9128381650198776,52719.14326823736,12308.763782002452,5.9458528920194994e-05,0,0,True,weak_pass,1,1,0,0,1,0,0.0613641082309186,7.288618329537238e-07,1,no_replanner,0.0,weak_pass
case_0012,ramp,1.0,2,"0.01,0.03",1.0,123,no_verifier,60113.19917809133,0.1180714498549562,5464.836288917394,16926.711036424604,0.988156780953642,0.9978170433019536,0.0426189255422738,2.9128381650198776,52719.14326823736,12308.763782002452,5.9458528920194994e-05,0,0,True,pass,1,0,0,0,1,0,0.0603211359120905,7.288618329537238e-07,1,no_verifier,0.0,pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,fixed_lambda_ablation,233958.32814237243,0.5984931623863076,21268.93892203386,34737.52476557212,0.7001127098578076,1.4292826880582847,0.0965086633363438,4.58321372232291,26.4316401316828,7.0419213929713385,6.090357028295044e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4656249713152647,0.00390625,1,fixed_lambda_ablation,0.0003902666428918,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,fixed_reg_order_0,18568.698643263822,0.0475009342930612,1688.063513023984,4215.729992415028,0.9966725829896664,0.0974384429175098,0.0065792820147556,0.2877392736103843,106828.22919651402,25567.94483104119,0.0048487837711054,0,0,True,weak_pass,1,1,0,0,1,0,0.0597175010479986,1.933632880517601e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,fixed_reg_order_2,22083.0383218122,0.0564910321648248,2007.5489383465635,4663.653083524193,0.9953232853520882,0.100079647278929,0.0067576225940185,0.3023781822600995,113392.45707976108,25670.876734724163,0.0009459686251178,1,0,True,weak_pass,1,1,0,0,1,0,0.0596299842000007,1.529956584998302e-07,2,fixed_reg_order_2,0.0,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,full_agent_baseline,18667.59758646705,0.0477539295240681,1697.0543260424597,4537.280741725825,0.9969674649976388,0.1011628806453672,0.0068307651606708,0.2766076983918992,102631.06053989376,24229.87076173167,0.0014390605245945,0,0,True,weak_pass,1,1,0,0,1,0,0.0603968668729066,2.350280975369976e-08,1,full_agent_baseline,0.0,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,no_bounds,18667.59758646705,0.0477539295240681,1697.0543260424597,4537.280741725825,0.9969674649976388,0.1011628806453672,0.0068307651606708,0.2766076983918992,102631.06053989376,24229.87076173167,0.0014390605245945,0,0,True,weak_pass,1,1,0,0,1,0,0.0603797603398561,2.350280975369976e-08,1,no_bounds,0.0,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,no_replanner,18667.59758646705,0.0477539295240681,1697.0543260424597,4537.280741725825,0.9969674649976388,0.1011628806453672,0.0068307651606708,0.2766076983918992,102631.06053989376,24229.87076173167,0.0014390605245945,0,0,True,weak_pass,1,1,0,0,1,0,0.0622463971376419,2.350280975369976e-08,1,no_replanner,0.0,weak_pass
case_0013,single_pulse,0.1,2,"0.01,0.03",1.0,42,no_verifier,18667.59758646705,0.0477539295240681,1697.0543260424597,4537.280741725825,0.9969674649976388,0.1011628806453672,0.0068307651606708,0.2766076983918992,102631.06053989376,24229.87076173167,0.0014390605245945,0,0,True,pass,1,0,0,0,1,0,0.0604003220796585,2.350280975369976e-08,1,no_verifier,0.0,pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,fixed_lambda_ablation,234131.458916154,0.5989360514474903,21284.67808328673,34790.687789619165,0.7020195663883343,1.4289543681615338,0.0959004868908127,4.540589768643883,26.332052321871743,7.012862347584109,6.045777063856054e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4610922611318528,0.00390625,1,fixed_lambda_ablation,0.0003872307836622,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,fixed_reg_order_0,18941.597299328543,0.0484548532994493,1721.9633908480496,5006.413512068939,0.9964656883166167,0.1001531025287943,0.0067215101546553,0.2893199695668045,108137.01164323324,25576.79033551469,0.0057711505724936,0,0,True,weak_pass,1,1,0,0,1,0,0.0597332101315259,1.4150793782397743e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,fixed_reg_order_2,19820.37576548713,0.0507028728823563,1801.852342317012,4140.992893457962,0.9962025379605974,0.1007800309769695,0.006763584796621,0.3052455934655427,112728.66801159692,25582.922918115448,0.0010136464179047,1,0,True,weak_pass,1,1,0,0,1,0,0.0600000978447496,8.193937867803223e-08,2,fixed_reg_order_2,0.0,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,full_agent_baseline,17481.62041667136,0.044720059208338,1589.2382196973967,3961.844513975074,0.997051150885522,0.0999688357674817,0.0067091435791219,0.2936069244213399,104446.75983911866,24626.54863506899,0.0015004234630607,0,0,True,weak_pass,1,1,0,0,1,0,0.0602618209086358,1.25873220671049e-08,1,full_agent_baseline,0.0,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,no_bounds,17481.62041667136,0.044720059208338,1589.2382196973967,3961.844513975074,0.997051150885522,0.0999688357674817,0.0067091435791219,0.2936069244213399,104446.75983911866,24626.54863506899,0.0015004234630607,0,0,True,weak_pass,1,1,0,0,1,0,0.0608698250725865,1.25873220671049e-08,1,no_bounds,0.0,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,no_replanner,17481.62041667136,0.044720059208338,1589.2382196973967,3961.844513975074,0.997051150885522,0.0999688357674817,0.0067091435791219,0.2936069244213399,104446.75983911866,24626.54863506899,0.0015004234630607,0,0,True,weak_pass,1,1,0,0,1,0,0.0609244690276682,1.25873220671049e-08,1,no_replanner,0.0,weak_pass
case_0014,single_pulse,0.1,2,"0.01,0.03",1.0,123,no_verifier,17481.62041667136,0.044720059208338,1589.2382196973967,3961.844513975074,0.997051150885522,0.0999688357674817,0.0067091435791219,0.2936069244213399,104446.75983911866,24626.54863506899,0.0015004234630607,0,0,True,pass,1,0,0,0,1,0,0.0605756794102489,1.25873220671049e-08,1,no_verifier,0.0,pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,fixed_lambda_ablation,233467.4848474257,0.5972375269996072,21224.316804311424,34584.489041199835,0.6846576618250462,1.4917329909757513,0.094180829948283,4.923383856663577,27.229900457008625,7.273214500447833,6.256435946327848e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4622395699843764,0.00390625,1,fixed_lambda_ablation,0.0003822099114619,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,fixed_reg_order_0,35351.51751393652,0.0904333762344018,3213.774319448773,7648.268531483935,0.9934165989556264,0.5065397419408574,0.0319804774623735,1.4681330244541757,94665.64519109568,22710.2032320512,0.0047392984013838,0,0,True,weak_pass,1,1,0,0,1,0,0.0646031652577221,1.25873220671049e-08,0,fixed_reg_order_0,0.0,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,fixed_reg_order_2,56589.37645770132,0.1447623392702172,5144.488768881939,13187.853878556572,0.9687327826789304,0.5011738770111537,0.0316417026175942,1.439391057359671,108328.84102442124,24068.581105282552,0.0004793540957029,1,0,True,weak_pass,1,1,0,0,1,0,0.0620240080170333,2.5410785501915726e-06,2,fixed_reg_order_2,0.0,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,full_agent_baseline,44438.72489986741,0.1136795309186512,4039.884081806128,10512.366206902369,0.99269607409617,0.5073046868161601,0.0320287723942792,1.4024038540623565,85131.41446481738,20130.76961483413,0.0010363946874388,0,0,True,weak_pass,1,1,0,0,1,0,0.0653529250994324,1.529956584998302e-07,1,full_agent_baseline,0.0,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,no_bounds,44438.72489986741,0.1136795309186512,4039.884081806128,10512.366206902369,0.99269607409617,0.5073046868161601,0.0320287723942792,1.4024038540623565,85131.41446481738,20130.76961483413,0.0010363946874388,0,0,True,weak_pass,1,1,0,0,1,0,0.0603455882519483,1.529956584998302e-07,1,no_bounds,0.0,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,no_replanner,44438.72489986741,0.1136795309186512,4039.884081806128,10512.366206902369,0.99269607409617,0.5073046868161601,0.0320287723942792,1.4024038540623565,85131.41446481738,20130.76961483413,0.0010363946874388,0,0,True,weak_pass,1,1,0,0,1,0,0.0608612061478197,1.529956584998302e-07,1,no_replanner,0.0,weak_pass
case_0015,single_pulse,0.5,2,"0.01,0.03",1.0,42,no_verifier,44438.72489986741,0.1136795309186512,4039.884081806128,10512.366206902369,0.99269607409617,0.5073046868161601,0.0320287723942792,1.4024038540623565,85131.41446481738,20130.76961483413,0.0010363946874388,0,0,True,pass,1,0,0,0,1,0,0.0635481709614396,1.529956584998302e-07,1,no_verifier,0.0,pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,fixed_lambda_ablation,234327.33276680904,0.5994371199977666,21302.48479698264,34850.30562463714,0.6936911956987188,1.4998177258355836,0.0940162083479104,4.710266751419965,26.631272831509705,7.123648851868046,6.023843684817008e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4700234849005937,0.00390625,1,fixed_lambda_ablation,0.0003627151308772,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,fixed_reg_order_0,30501.12917336753,0.0780255073639153,2772.8299248515937,6288.420382129618,0.9922222543219048,0.499620944072969,0.0313187835853683,1.4216358644238198,101211.16740960864,24774.19541096624,0.0093998524365122,2,0,True,weak_pass,1,1,0,0,1,0,0.0600391239859163,6.741350437731557e-09,0,fixed_reg_order_0,0.0,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,fixed_reg_order_2,47864.04350996229,0.1224419023350209,4351.276682723846,12151.77523141821,0.978593717638598,0.5021812118972603,0.0314792742030271,1.4710701007226703,113676.74995655545,25196.720009455905,0.0005828342535325,1,0,True,weak_pass,1,1,0,0,1,0,0.0660514100454747,9.959520485039825e-07,2,fixed_reg_order_2,0.0,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,full_agent_baseline,32155.20627914593,0.0822568328556314,2923.2005708314487,8659.54445244328,0.9935683719084838,0.503628814516463,0.0315700173027436,1.5407595915753518,92819.1285191378,21949.52500496045,0.001200304906969,0,0,True,weak_pass,1,1,0,0,1,0,0.060494122095406,8.193937867803223e-08,1,full_agent_baseline,0.0,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,no_bounds,32155.20627914593,0.0822568328556314,2923.2005708314487,8659.54445244328,0.9935683719084838,0.503628814516463,0.0315700173027436,1.5407595915753518,92819.1285191378,21949.52500496045,0.001200304906969,0,0,True,weak_pass,1,1,0,0,1,0,0.0609831209294498,8.193937867803223e-08,1,no_bounds,0.0,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,no_replanner,32155.20627914593,0.0822568328556314,2923.2005708314487,8659.54445244328,0.9935683719084838,0.503628814516463,0.0315700173027436,1.5407595915753518,92819.1285191378,21949.52500496045,0.001200304906969,0,0,True,weak_pass,1,1,0,0,1,0,0.0604698569513857,8.193937867803223e-08,1,no_replanner,0.0,weak_pass
case_0016,single_pulse,0.5,2,"0.01,0.03",1.0,123,no_verifier,32155.20627914593,0.0822568328556314,2923.2005708314487,8659.54445244328,0.9935683719084838,0.503628814516463,0.0315700173027436,1.5407595915753518,92819.1285191378,21949.52500496045,0.001200304906969,0,0,True,pass,1,0,0,0,1,0,0.060200247913599,8.193937867803223e-08,1,no_verifier,0.0,pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,fixed_lambda_ablation,232869.4684491472,0.5957077300985678,21169.9516771952,34393.19475173668,0.666809443029641,1.677208276189354,0.0974110281487767,5.348595940138864,28.332879078094265,7.575081008679928,6.497325547414654e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4729126142337918,0.00390625,1,fixed_lambda_ablation,0.0003280042082778,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,fixed_reg_order_0,165936.45252317845,0.4244851338026636,15085.132047561678,33863.63998603838,0.8002067102709176,0.8649952654152774,0.0502382914180262,2.92728555452544,519509.0865025125,133177.20318296412,1.4931892091777128,6,0,True,weak_pass,1,1,0,0,9,8,0.4801271627657115,1.8361570120077928e-10,1,fixed_reg_order_0,0.1172948115851,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,fixed_reg_order_2,25071.91051312246,0.0641369218578696,2279.2645921020417,5436.036544293373,0.9938984055142736,0.8868698799931128,0.0515087530098485,2.9215430618625646,105630.23043775996,25571.44074961321,0.0012094205197718,0,0,True,weak_pass,1,1,0,0,9,8,0.4825366041623056,4.7287268330754644e-08,2,fixed_reg_order_2,0.1236539493744828,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,full_agent_baseline,45821.35824847891,0.1172164710729154,4165.578022588991,11302.37339146782,0.9788807388280156,0.8807148140373944,0.0511512712876427,2.917341335342087,152692.75929839478,37856.68321760101,0.0703690823255194,0,0,True,weak_pass,1,1,0,0,9,8,0.469488451257348,1.5248207837224487e-09,1,full_agent_baseline,0.1232489688472251,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,no_bounds,45821.35824847891,0.1172164710729154,4165.578022588991,11302.37339146782,0.9788807388280156,0.8807148140373944,0.0511512712876427,2.917341335342087,152692.75929839478,37856.68321760101,0.0703690823255194,0,0,True,weak_pass,1,1,0,0,9,8,0.468647263944149,1.5248207837224487e-09,1,no_bounds,0.1232489688472251,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,no_replanner,80784.47313963837,0.2066562673145438,7344.043012694397,16314.347788432577,0.9792767523599182,1.0045209902740666,0.0583418433171247,2.819887007652824,65866.25273018547,15605.372170209612,0.0006341425481453,0,0,True,fail,0,0,0,1,1,1,0.060645829886198,3.903541206329469e-07,1,no_replanner,0.0,weak_pass
case_0017,single_pulse,1.0,2,"0.01,0.03",1.0,42,no_verifier,80784.47313963837,0.2066562673145438,7344.043012694397,16314.347788432577,0.9792767523599182,1.0045209902740666,0.0583418433171247,2.819887007652824,65866.25273018547,15605.372170209612,0.0006341425481453,0,0,True,pass,1,0,0,0,1,0,0.0604837238788604,3.903541206329469e-07,1,no_verifier,0.0,pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,fixed_lambda_ablation,234574.55029157776,0.6000695317583179,21324.95911741616,34924.82753187945,0.6837058728149344,1.712773975442764,0.0989073811068074,6.046546549814025,27.135625987197272,7.266179879607347,6.007131622581771e-11,0,0,True,weak_pass,1,1,0,0,9,8,0.4602144891396165,0.00390625,1,fixed_lambda_ablation,0.0002894038723911,weak_pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,fixed_reg_order_0,108428.8644079316,0.2773739001672499,9857.169491630144,23564.85092127286,0.8905020616203945,0.9513893960999256,0.0549397847761584,2.888124034691714,250780.1658520292,70480.98108914343,0.2831370533054012,2,0,True,weak_pass,1,1,0,0,9,8,0.4779489100910723,1.9667690729851407e-10,2,fixed_reg_order_0,0.0412250925017772,weak_pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,fixed_reg_order_2,30476.190566392976,0.0779617114483254,2770.562778762998,6757.981670192225,0.9909670560726878,0.9641645389925722,0.0556775096277111,2.887006393109459,107382.58042765192,25469.706080332344,0.0018089462755455,1,0,True,weak_pass,1,1,0,0,9,8,0.4667864860966801,1.8533803985957818e-08,2,fixed_reg_order_2,0.0405725895235518,weak_pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,full_agent_baseline,90164.33172205002,0.2306510584822585,8196.757429277273,18734.585991538792,0.9231462851492468,0.9521127739558076,0.0549815576021715,2.886705675248379,231192.60386020987,62731.95274935406,0.2680844281721439,2,0,True,weak_pass,1,1,0,0,9,8,0.466827301774174,5.97639291014961e-10,1,full_agent_baseline,0.0423409348855067,weak_pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,no_bounds,90164.33172205002,0.2306510584822585,8196.757429277273,18734.585991538792,0.9231462851492468,0.9521127739558076,0.0549815576021715,2.886705675248379,231192.60386020987,62731.95274935406,0.2680844281721439,2,0,True,weak_pass,1,1,0,0,9,8,0.4671642580069601,5.97639291014961e-10,1,no_bounds,0.0423409348855067,weak_pass
case_0018,single_pulse,1.0,2,"0.01,0.03",1.0,123,no_replanner,48201.96827846879,0.1233063539874068,4381.9971162244365,12089.282771477505,0.9875113551183636,0.9942084909330204,0.0574124546041844,3.004805136190953,83642.82949832841,19858.330912397865,0.0009830403703966,0,0,True,fail,0,0,0,1,1,1,0.0611892510205507,1.529956584998302e-07,1,no_replanner,0.0,weak_pass
