sensor_1_K
300.152359
299.480013
300.375262
300.470424
299.024885
299.349840
300.065775
299.845196
299.997059
299.581898
300.452023
300.406184
300.056433
300.594428
300.273301
299.620068
300.245764
299.595199
300.528765
300.081192
300.032122
299.804337
300.778234
300.113841
300.003128
300.069519
300.542204
300.491465
300.550094
300.596469
301.491614
300.259767
300.251538
300.148000
300.912686
301.221608
300.655218
300.349849
300.418105
301.218752
301.330885
301.299323
300.766152
301.288799
301.307492
301.437504
301.845416
301.605515
301.919598
301.702687
301.904462
302.168707
301.219698
301.885598
301.909231
301.925662
302.209781
303.198502
302.123076
303.146220
301.927708
302.709573
303.066910
303.387639
303.559440
303.709932
303.248284
303.300643
304.069587
303.653164
303.218454
303.396231
303.608656
304.421239
304.346759
304.722138
304.262931
304.653662
304.983064
304.609385
305.084031
304.613949
304.850235
304.925229
304.599914
305.520378
305.118502
305.432955
305.737727
305.788363
305.962598
305.642508
305.538966
305.766629
305.015701
305.185703
305.294823
305.501505
306.241038
305.626531
305.925442
306.796566
305.998470
306.572283
305.760967
306.146693
305.793485
306.115575
306.719420
305.447428
306.537840
306.446827
306.036078
305.613255
306.373490
306.071907
306.450378
306.340587
307.124477
306.196217
305.794904
