variant_name,flux_l2_error_mean,flux_l2_error_std,flux_l2_error_count,flux_relative_l2_error_mean,flux_relative_l2_error_std,flux_relative_l2_error_count,flux_rmse_mean,flux_rmse_std,flux_rmse_count,flux_peak_error_mean,flux_peak_error_std,flux_peak_error_count,flux_correlation_mean,flux_correlation_std,flux_correlation_count,replay_rmse_mean,replay_rmse_std,replay_rmse_count,replay_relative_error_mean,replay_relative_error_std,replay_relative_error_count,replay_max_abs_error_mean,replay_max_abs_error_std,replay_max_abs_error_count,iteration_count_mean,iteration_count_std,iteration_count_count,replanning_count_mean,replanning_count_std,replanning_count_count,runtime_sec_mean,runtime_sec_std,runtime_sec_count,initial_to_final_improvement_mean,initial_to_final_improvement_std,initial_to_final_improvement_count,final_lambda_mean,final_lambda_std,final_lambda_count,success_flag_mean,success_flag_std,success_flag_count,weak_pass_flag_mean,weak_pass_flag_std,weak_pass_flag_count,manual_review_flag_mean,manual_review_flag_std,manual_review_flag_count,failure_flag_mean,failure_flag_std,failure_flag_count
full_agent,119610.81410223107,84740.51712006074,32,0.29682861844459246,0.1836337132249829,32,11638.465418820208,7183.292355793824,32,24165.546383852696,9007.696031225247,32,0.844333654423419,0.21144831841904047,32,1.245657105761176,1.5192739547702818,32,0.0648885853261649,0.043111615527903775,32,3.8817528916818045,4.843178870774875,32,5.0625,3.975225698603629,32,4.0625,3.975225698603629,32,0.2616868922050343,0.21737505525248144,32,0.0008947265236384398,0.11187401100135437,32,1850.2928725383256,7280.710807914116,32,0.75,0.43994134506405985,32,0.75,0.43994134506405985,32,0.0,0.0,32,0.25,0.4399413450640598,32
