case_label,case_name,family_name,primary_axis_level,sigma_noise,sensor_layout,seed,use_fourier,use_warm_start,use_normalized,w_bc_flux,flux_rmse,replay_rmse,ssim_flux,support_overlap,peak_loc_err,q_max_pred,q_max_true,q_collapsed,runtime_seconds,adam_final_loss,lbfgs_final_loss,n_adam_iters,n_lbfgs_closures,tikhonov_rmse,n_q_params
1,case1_gaussian_boundary_biased,gaussian_localized,1,0.1,boundary_biased,0,True,True,True,500.0,143.28738301476216,0.20348774692185176,0.7847548230563994,0.7567567567567568,0.11111111111111116,603.5706458456486,859.0235586360313,False,574.2319021746516,0.6902949886722456,0.5470594853249373,20000,411,143.74342615879195,64
2,case2_multi_spot_boundary_biased,overlapping_multi_spot,1,0.1,boundary_biased,0,True,True,True,500.0,203.881871052563,0.7808151168186244,0.7131561785887708,0.746268656716418,0.0,770.4777543574811,1188.5685146530022,False,635.4418414607644,4.1145915717731105,3.826796544679514,20000,411,204.19583871336286,64
